key;hap;freq
1;1;0.8
1;2;0.2
2;1111;0.337339745
2;1112;0.205929486
2;1121;0.002403846
2;1221;0.368589742
2;1222;1.18E-09
2;2112;0.085737179
2;2222;1.72E-10
3;11;0.590708575
3;12;0.042304245
3;21;0.341983733
3;22;0.025003447
4;111;0.667114345
4;112;0.254306474
4;121;0.01035924
4;122;0.000110966
4;211;0.004861232
4;221;0.060453644
4;222;0.002794098
